"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"162","Rice, Timothy","Music in Bulgaria: Experiencing Music, Expressing Culture","9780195141481","Oxford University Press, Usa","2003-10-02","0","8,","folks.old,","0","Global Music","144","","","0","","","","","0","","","<em>Music in Bulgaria</em> is one of several case-study volumes that can be used along with <em>Thinking Musically</em>, the core book in the <strong>Global Music Series</strong>. <em>Thinking Musically</em> incorporates music from many diverse cultures and establishes the framework for exploring the practice of music around the world. It sets the stage for an array of case-study volumes, each of which focuses on a single area of the world. Each case study uses the contemporary musical situation as a point of departure, covering historical information and traditions as they relate to the present. Visit www.oup.com/us/globalmusic for a list of case studies in the <strong>Global Music Series</strong>. The website also includes instructional materials to accompany each study. <br>     <em>Music in Bulgaria</em> presents a focused introduction to the rich and varied tradition of Bulgarian music. Taking readers on a tour of the country's musical landscape, it explores ways in which Bulgaria's rural traditions affect the expression and interpretation of its music and examines how Bulgaria's history has influenced its music over many decades. The book also shows how musical traditions have been preserved and have flourished despite the social changes brought about by the post-WWII era of industrialization, modernization, and urbanization. Timothy Rice demonstrates how Bulgarian music--in addition to being an art and an entertainment--is deeply embedded in the cultural, social, economic, and political life of the country. He analyzes how this music has spread to other cultures and how it has made its mark on new forms of popular music. Brief lessons on how ethnomusicologists conduct their research are also included. <br>     Written in a lively style accessible to both students and general readers, <em>Music in Bulgaria</em> features vivid eyewitness accounts of performances, interviews with performers, and glossaries of Bulgarian and musical terms. Incorporating numerous listening examples and other activities that help readers learn to listen, sing, and dance to Bulgarian music, this volume is packaged with a 70-minute CD containing examples of the music discussed.","Music / Genres & Styles / International","2012-12-21 02:42:02","0","0000-00-00","2012-12-22 02:43:36","9b1463794c2aa398819a6b9975197f22",
"163","Hast, Dorothea E.|Scott, Stanley|Scott, Stan (Stanley Arnold)","Music in Ireland: Experiencing Music, Expressing Culture","9780195145557","Oxford University Press, Usa","2004-06-24","0","8,","folks.old,","0","Global Music","176","","","0","","","","","0","","","<em>Music in Ireland</em> is one of several case-study volumes that can be used along with <em>Thinking Musically</em>, the core book in the <strong>Global Music Series</strong>. <em>Thinking Musically</em> incorporates music from many diverse cultures and establishes the framework for exploring the practice of music around the world. It sets the stage for an array of case-study volumes, each of which focuses on a single area of the world. Each case study uses the contemporary musical situation as a point of departure, covering historical information and traditions as they relate to the present. Visit www.oup.com/us/globalmusic for a list of case studies in the Global Music Series. The website also includes instructional materials to accompany each study. <br>     <em>Music in Ireland</em> provides an engaging and focused introduction to Irish traditional music--types of singing, instrumental music, and dance that reflect the social values and political messages central to Irish identity. This music thrives today not only in Ireland but also in areas throughout North America, Europe, Australia, and Asia. <br>     Vividly evoking Irish sounds, instruments, and dance steps, <em>Music in Ireland</em> provides a springboard for the discussion of cultural and historical issues of identity, community, nationalism, emigration, transmission, and gender. Using the informal instrumental and singing session as a focal point, Dorothea E. Hast and Stanley Scott take readers into contemporary performance environments and explore many facets of the tradition, from the ""craic"" (good-natured fun) to performance style, repertoire, and instrumentation. Incorporating first-person accounts of performances and interviews with performers and folklorists, the authors emphasize the significant roles that people play in music-making and illuminate national and international musical trends. They also address commercialism, globalization, and cross-cultural collaboration, issues that have become increasingly important as more Irish artists enter the global marketplace through recordings, tours, and large-scale productions like <em>Riverdance</em>. <br>     Packaged with a 70-minute CD containing examples of the music discussed in the book, <em>Music in Ireland</em> features guided listening and hands-on activities that allow readers to gain experience in Irish culture by becoming active participants in the music.","Social Science / Anthropology / Cultural","2012-12-21 02:42:18","0","0000-00-00","2012-12-22 02:43:37","2562d6cd0bfa3c907c02610b96af6428",
"164","Benade, Arthur H.","Horns, Strings, and Harmony","9780486273310","Dover Publications","1992-12-15","0","8,","folks.old,","0","Dover Books on Music|Science Study Series (S11)","288","","","0","","","","","0","","","<DIV>Fascinating introductory text explores scientific, aesthetic aspects of musical sounds. Noted educator, physicist, and flutist covers simple and complex vibrating systems, ear's reception of sound, sound-making capacities of the piano, violin, trumpet, bugle, trombone, oboe, clarinet, flute, saxophone, many other instruments. Also, how to build a working trumpet, flute, and clarinet. Includes 76 illustrations. Bibliography.</DIV>","Science / Life Sciences / Anatomy & Physiology","2012-12-21 02:42:29","0","0000-00-00","2012-12-22 02:43:38","90657d5e18ed7ff811c67914cf7c91c0",
"165","Sapoznik, Henry","Klezmer! Jewish Music From Old World to Our World","9780825671913","Schirmer Trade Books","1999-12-31","0","8,","folks.old,","0","","350","","","0","","","","","0","","","Henry Sapoznik presents the complete history of this vital musical tradition, from its Eastern European roots to its current rebirth.","Music / Religious / Jewish","2012-12-21 02:44:36","0","0000-00-00","2012-12-22 02:43:38","ee6cf7c40ed9b04de3e437a6342d125c",
"166","Hopkin, Bart|Cain, Robert|Lollar, Jason","Getting a Bigger Sound: Pickups and Microphones For Your Musical Instrument","9781884365348","See Sharp Press","2003-12-01","0","8,","folks.old,","0","","112","","","0","","","","","0","","","This resource for musicians details how to convert the sound of a musical instrument to an electrical signal for amplification. Information is applicable to a wide range of acoustical instruments so musicians can learn about adding a pickup or an onboard microphone to their instrument. Detailing the three main types of pickups -- contact, magnetic, and air microphones -- the advantages and disadvantages of each are discussed, along with the instruments for which each is best suited. Mounting options are described, and tips and tricks on how to get the most out of each type are included. Information on cables, preamps, impedance matching, amplifier inputs, and making components to wire microphones and pickups is given, along with comparisons of similar store-bought products. Also included are an appendix of suppliers and a bibliography.","Technology & Engineering / Electronics / General","2012-12-21 02:46:22","0","0000-00-00","2012-12-22 02:43:39","0d552a478b19fa595b56bf51d5663edf",
"167","Chadbourne, Eugene","I Hate the Man Who Runs This Bar!","9780918371195","Artistpro","1998-01-01","0","8,","folks.old,","0","","200","","","0","","","","","0","","","Have you ever been stiffed by a club owner? Gone on a disastrous tour? Ever been double-booked by a promoter? Consigned your CD release to the local record store only to find it no longer there and nobody knows where your money is? Eugene Chadbourne uses his hilarious sense of humor to deliver the truth about touring, making records, working with a band, getting a record deal, playing overseas and just about anything else you can think of. With no hype and no fluff, this essential guide is a must for real musicians who have decided to make a living doing what they love: playing music! No matter what style of music you play, no matter where you live, don't make playing music your life without this survival guide for real musicians!","Performing Arts / Theater / General","2012-12-21 02:46:34","0","0000-00-00","2012-12-22 02:43:40","6f777efabb8a1d0a47f7f522a23999a1",
"168","Irwin, Francis M.|Irwin, Frances M.","Mel Bay's Balkan Melodies For Accordion","9780786620326","Mel Bay Publications, Inc.","1997-03-01","0","8,","folks.old,","0","","56","","","0","","","","","0","","","This is a collection of 42 well-known Balkan songs arranged for easy to intermediate accordion. Chords are provided to facilitate improvising. Includes a familiar and interesting Hungarian czardas.","Music / Musical Instruments / General","2012-12-21 02:47:00","0","0000-00-00","2012-12-22 02:43:41","2c987776d7a978cf7eba55e1ff3e7db9",
"169","Buchanan, George","Making Stringed Instruments: a Workshop Guide","9780806974644","Sterling Pub Co Inc","1990-11-01","0","8,","folks.old,","0","","205","","","0","","","","","0","","","","Music / Musical Instruments / Guitar","2012-12-21 02:47:54","0","0000-00-00","2012-12-22 02:43:42","19e14700d5279affd97efe37412fb504",
"170","Hopkin, Bart","Musical Instrument Design: Practical Information For Instrument Design","9781884365089","See Sharp Press","1996-01-01","0","8,","folks.old,","0","","181","","","0","","","","","0","","","<DIV>This is an encyclopedic, large-format book containing hundreds of illustrations. While not geared toward making conventional instruments, <I>Musical Instrument Design</I> provides all the information that anyone (amateur or professional) should ever need to construct an amazingly wide variety of percussion, string, and wind instruments. Includes many designs along with parts lists and detailed construction instructions.<BR></DIV>","Music / Reference","2012-12-21 02:48:47","0","0000-00-00","2012-12-22 02:43:43","e7365d15b2f79fe19c8a477f14f2fbda",
"171","Crane, Larry|Visconti, Tony","Tape Op: the Book About Creative Music Recording","9780922915606","Feral House","2001-01-26","0","8,","folks.old,","0","","320","","","0","","","","","0","","","<DIV>Selections from the well-regarded DIY recording magazine.</DIV>","Music / Recording & Reproduction","2012-12-21 02:49:09","0","0000-00-00","2012-12-22 02:43:44","4fcc0e328ff6980b9324492894aa0e79",
"172","Rehfeldt, Phillip","New Directions For Clarinet","9780520033795","Scarecrow Press","1994-01-01","0","8,","folks.old,","0","The New Instrumentation Series|The New Instrumentation (4)","208","","","0","","","","","0","","","Phillip Rehfeldt has assembled here techniques of dealing with clarinet performances as they have evolved since 1950. He catalogs contemporary practices that differ from those formerly standardized, provides perspective on performance capabilities and limitations, and includes suggestions for performance based on his own experience.<br /><br />The new edition has been completely rewritten, corrected where necessary, and updated. Rehfeldt has added the complete list of William O. Smith's clarinet compositions and recordings to the previous listing of his early multiphonic fingerings. The new edition also includes an appendix containing Eric Mandat's quarter-tone fingerings; a second, extensive music bibliography, the ""International Update""; and an updated and annotated bibliography of music literature.","Music / Musical Instruments / Woodwinds","2012-12-21 02:49:27","0","0000-00-00","2012-12-22 02:43:45","bacd58620254a42c1d45fbb49a56d253",
"173","Hanson, Mark","Alternative Tunings Guide For Guitar","9780825612510","Music Sales America","1998-06-01","0","8,","folks.old,","0","Compact Reference Library","40","","","0","","","","","0","","","The 8 most commonly used tunings are covered in depth, accompanied by lists of songs that are played in each tuning.","Music / Reference","2012-12-21 02:50:45","0","0000-00-00","2012-12-22 02:43:46","639aa261110083bec43729b88303be5b",
"174","Hall, Steve","Guitar Chord Encyclopedia","0882845292","Alfred Pub Co","1993-06-01","0","8,","folks.old,","0","Ultimate Guitarist's Reference","312","","","0","","","","","0","","","Chords are listed alphabetically and chromatically for easy reference with 36 different chords listed for each key. With chapters on chord theory, intervals, chord construction and use of chords and rhythms in various styles of music, your chord vocabulary will be forever expanding. Over 310 pages!","Music / Musical Instruments / Guitar","2012-12-21 02:51:24","0","0000-00-00","2012-12-22 02:43:47","4e6d39dc83c9498ccbb74ee8db2659da",
"175","Burakoff, Gerald|Singers, Trapp Family","Duet Recorder/book 1, The","0913334014","Magnamusic Distributors","1970-01-01","0","8,","folks.old,","0","","48","","","0","","","","","0","","","","Music / Musical Instruments / Woodwinds","2012-12-21 02:51:41","0","0000-00-00","2012-12-22 02:43:48","faa3723b0b6ecdb2c987f76d6ebeaf6f",
"176","Davis, Gary D.|Davis, Gary|Jones, Ralph","Sound Reinforcement Handbook, The","0881889008","Yamaha","1988-01-01","0","8,","folks.old,","0","","420","","","0","","","","","0","","","(Yamaha Misc). Sound reinforcement is the use of audio amplification systems. This book is the first and only book of its kind to cover all aspects of designing and using such systems for public address and musical performance. The book features information on both the audio theory involved and the practical applications of that theory, explaining everything from microphones to loudspeakers. This revised edition features almost 40 new pages and is even easier to follow with the addition of an index and a simplified page and chapter numbering system. New topics covered include: MIDI, Synchronization, and an Appendix on Logarithms.  416 Pages.","Technology & Engineering / Electronics / General","2012-12-21 02:52:14","0","0000-00-00","2012-12-22 02:43:49","c05f4a3f9b29fee1a5eb19fab2ae5c27",
"177","Anderton, Craig","Guitar Player Presents Do-it-yourself Projects For Guitarists","087930359X","Backbeat Books","1995-03-01","0","8,","folks.old,","0","Book","172","","","0","","","","","0","","","(Guitar Player Presents).  34 Useful, Inexpensive Electronic Projects That Help You Unlock Your Instrument's Potential   This unique book features step-by-step projects for guitarists who want to maximize and personalize electric sound quality, and minimize electronic problems. It includes how-to instructions for 34 different projects, and guidelines for reading schematics, plus construction tips. Projects include installing a de-hisser to create vintage effects, a great-sounding tube preamp, a cord tester that catches intermittent problems, adapters to interface with studio gear, and more. These and other hands-on projects give electric guitarists the necessary edge in today's competitive music scene   a distinct personalized sound, plus the satisfaction of knowing they achieved it themselves.","Music / Instruction & Study / Techniques","2012-12-21 02:52:47","0","0000-00-00","2012-12-22 02:43:50","685179ea8f69dc405686348d9507df1f",
"178","Sokolow, P|Sokolow, Peter","Peter Sokolow's Guide to Klezmer Arranging and Orchestration","0933676239","Hal Leonard","1997-11-01","0","8,","folks.old,","0","Tara Books","48","","","0","","","","","0","","","(Tara Books). Covers all the moves for musicians ready to tackle Klezmer arrangement. Klezmer style, instrument combinations, orchestration, phrasing, and more for band or small ensemble. 8-1/2  x 11 .","Music / Instruction & Study / General","2012-12-21 02:53:03","0","0000-00-00","2012-12-22 23:59:04","95a9795085c02c9808b012b3ead7a550",
"179","Kennedy, Peter","Folksongs Of Britain and Ireland","0711902836","Oak Publications","1998-12-31","0","8,","folks.old,","0","Vocal Songbooks","824","","","0","","","","","0","","","Edited by Peter Kennedy. Contains 360 songs from field recordings. In English, Manx, Lowland Scots, Scottish and Irish Gaelic, Welsh, Cornish, Channel Islands French, Romany and Tinker's Cants.","Music / Printed Music / General","2012-12-21 02:54:47","0","0000-00-00","2012-12-22 02:43:52","d877b98919db065657ee8d1fc6f8fe66",
"180","Bennett, Joe","It's Easy to Fake Jazz Guitar","0825619262","Music Sales America","2002-01-01","0","8,","folks.old,","0","","96","","","0","","","","","0","","","Be an instant success as a jazz guitarist by learning the styles of key influential players such as Lonnie Johnson, Django Reinhardt, Charlie Christian, Wes Montgomery, Joe Pass, and John McLaughlin.","Music / Printed Music / Guitar & Fretted Instruments","2012-12-21 02:55:50","0","0000-00-00","2012-12-22 02:43:53","31bbc79053c308801d2bbf3a85e37617",
"181","Mlotek, Zalmen|Warembud, Norman H.|Company, New York Times","Great Songs Of the Yiddish Theatre (Theater): Arranged For Voice, Piano and Guitar (Lyrics in Yiddish Using Latin Alphabet)","0812905741","New York Times Book Company","1975-06-19","0","8,","folks.old,","0","English and Yiddish Edition","256","","","0","","","","","0","","","a wonderful book of yiddish songs","Performing Arts / Theater / History & Criticism","2012-12-21 02:56:09","0","0000-00-00","2012-12-22 02:43:54","5c00aa956820e4d3fc15d531b99edb1e",
"182","Anderton, Craig","Electronic Projects For Musicians","0891220119","Guitar Player Productions","1978-05","0","8,","folks.old,","0","","133","","","0","","","","","0","","","How to build pre-amps, tone controls, ring modulators, mixers, and many other inexpensive electronic accessories. Written in simple language, with hundreds of clear illustrations and step-by-step instructions.","Technology & Engineering / Engineering (General)","2012-12-21 02:56:55","0","0000-00-00","2012-12-22 02:43:55","4a43fce17ff71e5e8008bc07888833a9",
"183","Group, Diagram","Musical Instruments Of the World: An Illustrated Encyclopedia","0871963205","Facts On File","1976-10","0","8,","folks.old,","0","","320","","","0","","","","","0","","","","","2012-12-21 02:57:15","0","0000-00-00","2012-12-22 02:43:56","9e5972294126d878944cdcca1c414746",
"184","Woram, John M|Woram, John M.","Recording Studio Handbook, The","0914130013","Sagamore Pub. Co","1976","0","8,","folks.old,","0","","496","","","0","","","","","0","","","","Music / Reference","2012-12-21 02:57:41","0","0000-00-00","2012-12-22 02:43:57","c7152a6b2a080759fbde5edbd0c023da",
"185","Nettl, Bruno|B??hague, G??rard","Folk and Traditional Music Of the Western Continents","0133229335","Prentice Hall","1989-10","0","8,","folks.old,","0","","258","","","0","","","","","0","","","Prentice Hall History of Music Series with Chapters on Latin America by Gerard Behague!","Music / Religious / General","2012-12-21 02:59:12","0","0000-00-00","2012-12-22 02:43:58","8d3a473d06ea8b3ff1403149e3562df3",
"186","Tours, Gregory of","History Of the Franks, A","9780140442953","Penguin Classics","1976-02-28","0","8,","folks.old,","0","Penguin Classics","720","","","0","","","","","0","","","Written following the collapse of Rome's secular control over western Europe, the History of Gregory (c. AD 539 594) is a fascinating exploration of the events that shaped sixth-century France. This volume contains all ten books from the work, the last seven of which provide an in-depth description of Gregory's own era, in which he played an important role as Bishop of Tours. With skill and eloquence, Gregory brings the age vividly to life, as he relates the exploits of missionaries, martyrs, kings and queens including the quarrelling sons of Lothar I, and the ruthless Queen Fredegund, third wife of Chilperic. Portraying an age of staggering cruelty and rapid change, this is a powerful depiction of the turbulent progression of faith at a time of political and social chaos.","Literary Collections / Essays","2012-12-21 03:01:11","0","0000-00-00","2012-12-22 02:43:59","789b5c0fb3835f8a72cf284ce803e5d6",
"187","Le Clerc, Guillaume|Owen, D.D.R.","Fergus Of Galloway (Everyman's Library","9780460870252","Everyman Paperbacks","1990-07-15","0","8,","folks.old,","0","Paper)","144","","","0","","","","","0","","","","Poetry / European / General","2012-12-21 03:01:27","0","0000-00-00","2012-12-22 02:44:00","a2a1b687705cf033614e7959fcad0b33",
"188","Malory, Thomas|Malory, Sir Thomas","Le Morte D'arthur: Volume 1","9780140430431","Penguin Classics","2004-05-27","0","8,","folks.old,","0","The Penguin English Library","528","","","0","","","","","0","","","<DIV>An immortal story of love, adventure, chivalry, treachery and death. <p> Edited and first published by William Caxton in 1485, <b>Le Morte D'Arthur</b> is Sir Thomas Malory's unique and splendid version of the Arthurian legend. Mordred's treason, the knightly exploits of Tristan, Lancelot's fatally divided loyalties and his love for Guenever, the quest for the Holy Grail; all the elements are there woven into a wonderful completeness by the magic of his prose style. <p> The result is not only one of the most readable accounts of the knights of the Round Table but also one of the most moving. As the story advances towards the inevitable tragedy of Arthur's death the effect is cumulative, rising with an impending sense of doom and tragedy towards its shattering finale. </div>","Literary Collections / Essays","2012-12-21 03:01:38","0","0000-00-00","2012-12-22 02:44:01","8c622849d3438baa749f95f22e887ce0",
"189","Malory, Thomas","Le Morte D'arthur: Volume 2","9780140430448","Penguin Classics","1970-01-30","0","8,","folks.old,","0","Penguin Classics","560","","","0","","","","","0","","","<DIV>An immortal story of love, adventure, chivalry, treachery and death.  <p>  Edited and first published by William Caxton in 1485, <b>Le Morte D'Arthur</b> is Sir Thomas Malory's unique and splendid version of the Arthurian legend. Mordred's treason, the knightly exploits of Tristan, Lancelot's fatally divided loyalties and his love for Guenever, the quest for the Holy Grail; all the elements are there woven into a wonderful completeness by the magic of his prose style.  <p>  The result is not only one of the most readable accounts of the knights of the Round Table but also one of the most moving. As the story advances towards the inevitable tragedy of Arthur's death the effect is cumulative, rising with an impending sense of doom and tragedy towards its shattering finale.  </div>","Literary Collections / Essays","2012-12-21 03:02:05","0","0000-00-00","2012-12-22 02:44:03","9c1a2d70ca70ebf7f4670156cb27c20d",
"190","Mills, Maldwyn","Ywain & Gawain Sir Percyvell Of Gales","9780460870771","Everyman Paperbacks","1992-11-15","0","8,","folks.old,","0","Everyman Paperback Classics","210","","","0","","","","","0","","","For the first time in one volume, these three complete   Arthurian romances have been made available in the original Middle   English. Together these chronicles of heroic adventures descant on   chivalrous conduct and provide a comic, magical glimpse into the   legendary Arthurian world.","Poetry / Ancient & Classical","2012-12-21 03:02:49","0","0000-00-00","2012-12-22 02:44:03","8baacdcb3e071c8373683068e8fb3c3b",
"191","Polo, Marco","Travels Of Marco Polo, The","9780140440577","Penguin Classics","1958-09-30","0","8,","folks.old,","0","","384","","","0","","","","","0","","","Marco Polo was the most famous traveller of his time. His voyages began in 1271 with a visit to China, after which he served the Kubilai Khan on numerous diplomatic missions. On his return to the West, he was made a prisoner of war and met Rustichello of Pisa, with whom he collaborated on this book. The accounts of his travels provide a fascinating glimpse of the different societies he encountered: their religions, customs, ceremonies and way of life; on the spices and silks of the East; on precious gems, exotic vegetation and wild beasts. He tells the story of the holy shoemaker, the wicked caliph and the three kings, among a great many others, evoking a remote and long-vanished world with colour and immediacy.","Travel / Essays & Travelogues","2012-12-21 03:03:00","0","0000-00-00","2012-12-22 02:44:05","728329ac57b5c1ebe82171dce6ea804e",
"192","Malcolm, Noel|York, University Pres New","Kosovo: a Short History","9780060977757","Harper Perennial","1999-06-10","0","8,","folks.old,","0","","492","","","0","","","","","0","","","<P>""Malcolm's narrative is gripping, even brilliant at times. . . . He takes to his task with the vigor of a detective driven by true passion. At times his claims are, in terms of Balkan history,quite revolutionary.""","","2012-12-21 03:03:13","0","0000-00-00","2012-12-22 02:44:06","9b8a9d169cf3cfb4ccd7cea1ed05c541",
"193","Adams, Douglas","Restaurant at the End Of the Universe, The","9780330262132","Pan Books Ltd","1989-04-19","0","8,","folks.old,","0","The Hitchhiker's Guide to the Galaxy (2)","185","","","0","","","","","0","","","""DOUGLAS ADAMS IS A TERRIFIC SATIRIST.""<br>--The Washington Post Book World<br>Facing annihilation at the hands of the warlike Vogons is a curious time to have a craving for tea. It could only happen to the cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle across space powered by pure improbability--and desperately in search of a place to eat.<br>Among Arthur's motley shipmates are Ford Prefect, a longtime friend and expert contributor to the Hitchhiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMillan, a fellow Earth refugee who's gone native (her name is Trillian now); and Marvin, the moody android who suffers nothing and no one very gladly. Their destination? The ultimate hot spot for an evening of apocalyptic entertainment and fine dining, where the food (literally) speaks for itself.<br>Will they make it? The answer: hard to say. But bear in mind that the Hitchhiker's Guide deleted the term ""Future Perfect"" from its pages, since it was discovered not to be!<br>""What's such fun is how amusing the galaxy looks through Adams' sardonically silly eyes.""<br>--Detroit Free Press<br><br><br><i>From the Paperback edition.</i>","Fiction / Science Fiction / General","2012-12-21 03:03:24","0","0000-00-00","2012-12-22 02:44:07","1b00667c886018cbbbb32fa6a8ebadb2",
"194","Adams, Douglas","Mostly Harmless","9780330323116","Pan Books","1993-12-01","0","8,","folks.old,","0","Hitch-Hikers Guide to the Galaxy (5)|The Hitchhiker's Guide to the Galaxy (5)","240","","","0","","","","","0","","","The fifth part of the ""Hitch Hiker's Guide to the Galaxy"" series. 20 years on, the Guide falls into the hands of Arthur Dent's daughter, Random, whose mother, unexpectedly to all concerned, is Trillian. Random journeys to an insignificant planet, whose entry in the Guide reads ""mostly harmless"".","Fiction / Science Fiction / General","2012-12-21 03:03:35","0","0000-00-00","2012-12-22 02:44:08","82d5e8798ed7ceb40129dd78edd0b8d5",
"195","Adams, Douglas","So Long, and Thanks For All the Fish","9780330287005","Ballantine","1999","0","8,","folks.old,","0","The Hitchhiker's Guide to the Galaxy (4)","191","","","0","","","","","0","","","Paperback with 204 pages. The fourth book in The Hitchhiker's Trilogy.","Fiction / Science Fiction / General","2012-12-21 03:03:46","0","0000-00-00","2012-12-22 02:44:09","d60f5cc8e08bf9e236c5af998201ff26",
"196","Adams, Douglas","Life, the Universe and Everything","9780330267380","Pan Books Ltd","1982-08-13","0","8,","folks.old,","0","Hitch-Hikers Guide to the Galaxy (3)|The Hitchhiker's Guide to the Galaxy (3)","161","","","0","","","","","0","","","<p>Life, the Universe and Everything: The Hitch Hiker???s Guide to the Galaxy Part Three In consequence of a number of stunning catastrophes, Arthur Dent is surprised to find himself living in a hideously miserable cave on prehistoric Earth. However, just as he thinks that things cannot get possibly worse, they suddenly do. He discovers that the Galaxy is not only mind-boggingly big and bewildering but also that most of the things that happen in it are staggeringly unfair. VOLUME THREE IN THE TRILOGY OF FIVE</p>","Fiction / Science Fiction / General","2012-12-21 03:04:00","0","0000-00-00","2012-12-22 02:44:10","b9d857908e25afca917069b65f348a18",
"197","Carroll, Lewis|Haughton, Hugh","Alice's Adventures in Wonderland and Through the Looking-glass: Centenary Edition","9780140433173","Penguin Classics","1998-09-01","0","8,","folks.old,","0","Penguin Classics|Alice's Adventures (99.10\\|Omnibus 0-1-2)","400","","","0","","","","","0","","","Lewis Carroll's incomparable tales about Alice, the seven-year-old Victorian girl who journeys to worlds populated by some of the oddest beings ever imagined, have delighted children for generations. Carroll originally created the dream adventures to amuse Alice Liddell, his young neighbor, and the riddles, puns, parodies, and absurd arguments about meanings and manners brilliantly mock -- and undermine -- the rules and social conventions adults invariably impose on children. Alice's Adventures in Wonderland (1865) and Through the Looking-Glass (1872) have also always attracted and intrigued older, more sophisticated readers. From the critic William Epsom's ground-breaking Freudian interpretation of the books to Virginia Woolf's declaration that ""the two Alices are not books for children, they are the only books in which we become children"", to countless studies by philosophers, linguists, mathematicians, and literary critics, it has long been acknowledged that Carroll's masterpieces redefined our notions of ""children's literature"". In the Introduction, Hugh Haughton chronicles the genesis of the Alice books and frankly discusses Carroll's infatuation with Alice Liddell and his life-long fascination with preadolescent girls, the subject of much speculation during Carroll's lifetime and ever after.","Fiction / Literary","2012-12-21 03:04:21","0","0000-00-00","2012-12-22 02:44:11","0b92e276130fe4e49c4f318b745ae7a7",
"198","Lem, Stanislaw","Cyberiad, The","9780156235501","Harvest/hbj Books","1985-06-26","0","8,","folks.old,","0","","312","","","0","","","","","0","","","<DIV>Trurl and Klaupacius are constructor robots who try to out-invent each other. They travel to the far corners of the cosmos to take on freelance problem-solving jobs, with dire consequences for their employers. ???The most completely successful of his books... here Lem comes closest to inventing a real universe??? (Boston Globe). Illustrations by Daniel Mr???z. Translated by Michael Kandel.<br></div>","Fiction / Science Fiction / High Tech","2012-12-21 03:05:35","0","0000-00-00","2012-12-22 02:44:12","85a1a596642b2e779edb4f0b7b9096ef",
"199","Walton, Izaak","Compleat Angler, The","9780140590074","Puffin","1985-07-02","0","8,","folks.old,","0","Penguin Country Library","160","","","0","","","","","0","","","The Compleat Angler; or, The Contemplative Man's Recreation, first published in 1653, not only describes the technique of angling, but draws a picture of peace and simple virtue that was Walton's protest against the civil wars taking place at the time. It is the third most frequently reprinted book in the English language after the Bible and the works of Shakespeare.","Sports & Recreation / Fishing","2012-12-21 03:05:48","0","0000-00-00","2012-12-22 02:44:13","69bbdbb4f2eff15875f1730ad60e6b3e",
"200","Cobleigh, Rolfe","Handy Farm Devices: and How to Make Them","9781558214323","The Lyons Press","1996-02-01","0","8,","folks.old,","0","","290","","","0","","","","","0","","","<DIV>Practical projects as useful today as when first published 75 years ago.  <br></DIV>","Technology & Engineering / Construction / General","2012-12-21 03:06:45","0","0000-00-00","2012-12-22 02:44:14","55bbeaa29055beafead30679d3410513",
"201","Martin, George A.","Fences, Gates and Bridges: and How to Build Them","9781558218895","The Lyons Press","1999-06-01","0","8,","folks.old,","0","Classic Reprint Series","192","","","0","","","","","0","","","<DIV>Written in 1900, this is a practical classic of American ingenuity. <br></DIV>","Technology & Engineering / Civil / Bridges","2012-12-21 03:07:22","0","0000-00-00","2012-12-22 02:44:15","90d42c1c7baf09781d2a9fa201e96463",
